Selected,Replicate,animal,day,silage,dmi,time,reticph,retpred,retresid,rumenph,rumpred,rumresid,lag1p,lag3p,lag2r,lag4r,lag7r,lag9r,new_rumpred,StdErrPred,DF,Alpha,Lower,Upper,Resid,cv_rumpred,new_resid,absr
0,1,52,9,30,6,0,6.847144229,6.8434305885,0.0037136405,6.470997357,6.4204251437,0.0505722133,6.6548484764,6.6659453018,0.1060012136,0.0252664847,-0.089061711,-0.063783499,,0.3315020047,14615,0.05,5.8050819179,7.1046535238,,6.4548677209,0.0161296361,0.0161296361
0,1,52,9,30,6,0.003472222,6.861702935,6.8456880958,0.0160148392,6.447248933,6.6358089787,-0.188560046,6.8434305885,6.6605607684,0.1174490456,0.0537091882,-0.073316051,-0.094214527,,0.3363215116,14615,0.05,5.9080472723,7.2265125629,,6.5672799176,-0.120030985,0.1200309846
0,1,52,9,30,6,0.006944444,6.858616222,6.8478076356,0.0108085864,6.488567703,6.6212270451,-0.132659342,6.8456880958,6.6548484764,0.0037136405,0.1060012136,-0.048442332,-0.089061711,,0.3329723048,14615,0.05,5.8945474744,7.1998830283,,6.5472152514,-0.058647548,0.0586475484
0,1,52,9,30,6,0.010416667,6.873175118,6.8497916645,0.0233834535,6.6023466,6.638874773,-0.036528173,6.8478076356,6.8434305885,0.0160148392,0.1174490456,0.0252664847,-0.073316051,,0.3337310742,14615,0.05,5.9067818754,7.2150919967,,6.5609369361,0.0414096639,0.0414096639
0,1,52,9,30,6,0.013888889,6.768625559,6.8516426208,-0.083017062,6.580076645,6.6325835348,-0.05250689,6.8497916645,6.8456880958,0.0108085864,0.0037136405,0.0537091882,-0.048442332,,0.3341124938,14615,0.05,5.8967568226,7.2065622055,,6.5516595141,0.0284171309,0.0284171309
0,1,52,9,30,6,0.017361111,6.711130497,6.8533629273,-0.14223243,6.538582886,6.6454467123,-0.106863826,6.8516426208,6.8478076356,0.0233834535,0.0160148392,0.1060012136,0.0252664847,,0.3358009543,14615,0.05,5.9006787473,7.2171033216,,6.5588910345,-0.020308148,0.0203081485
0,1,52,9,30,6,0.020833333,6.769803618,6.8549549899,-0.085151372,6.556240114,6.6414502498,-0.085210136,6.8533629273,6.8497916645,-0.083017062,0.0108085864,0.1174490456,0.0537091882,,0.3333890289,14615,0.05,5.8958113632,7.202780581,,6.5492959721,0.0069441419,0.0069441419
0,1,52,9,30,6,0.024305556,6.838770761,6.8564211979,-0.017650437,6.538407004,6.6336774909,-0.095270487,6.8549549899,6.8516426208,-0.14223243,0.0233834535,0.0037136405,0.1060012136,,0.332697929,14615,0.05,5.8897333718,7.1939933031,,6.5418633375,-0.003456333,0.0034563335
0,1,52,9,30,6,0.027777778,6.843036384,6.8577639225,-0.014727538,6.539797811,6.6485686476,-0.108770837,6.8564211979,6.8533629273,-0.085151372,-0.083017062,0.0160148392,0.1174490456,,0.3342442853,14615,0.05,5.9021176399,7.2124396787,,6.5572786593,-0.017480848,0.0174808483
0,1,52,9,30,6,0.03125,6.848772557,6.8589855196,-0.010212963,6.535273638,6.6460095256,-0.110735888,6.8577639225,6.8549549899,-0.017650437,-0.14223243,0.0108085864,0.0037136405,,0.3347224096,14615,0.05,5.9060088769,7.2182052836,,6.5621070802,-0.026833442,0.0268334422
0,1,52,9,30,6,0.034722222,6.935387236,6.8600883277,0.0752989083,6.548494316,6.662473445,-0.113979129,6.8589855196,6.8564211979,-0.014727538,-0.085151372,0.0233834535,0.0160148392,,0.3351161084,14615,0.05,5.9204825696,7.234222375,,6.5773524723,-0.028858156,0.0288581563
0,1,52,9,30,6,0.038194444,6.851421923,6.8610746687,-0.009652746,6.514395619,6.6380400437,-0.123644425,6.8600883277,6.8577639225,-0.010212963,-0.017650437,-0.083017062,0.0108085864,,0.335153023,14615,0.05,5.9007275044,7.2146120243,,6.5576697643,-0.043274145,0.0432741453
0,1,52,9,30,6,0.041666667,6.892450961,6.8619468477,0.0305041133,6.536488579,6.6531772898,-0.116688711,6.8610746687,6.8589855196,0.0752989083,-0.014727538,-0.14223243,0.0233834535,,0.3382173476,14615,0.05,5.9144831276,7.2403805742,,6.5774318509,-0.040943272,0.0409432719
0,1,52,9,30,6,0.045138889,6.915833927,6.8627071526,0.0531267744,6.560060022,6.6352095516,-0.07514953,6.8619468477,6.8600883277,-0.009652746,-0.010212963,-0.085151372,-0.083017062,,0.3343313757,14615,0.05,5.9035563258,7.214219781,,6.5588880534,0.0011719686,0.0011719686
0,1,52,9,30,6,0.048611111,6.88333642,6.863357855,0.019978565,6.596939555,6.6393377097,-0.042398155,6.8627071526,6.8610746687,0.0305041133,0.0752989083,-0.017650437,-0.14223243,,0.3349303554,14615,0.05,5.9074144442,7.2204260511,,6.5639202477,0.0330193073,0.0330193073
0,1,52,9,30,6,0.052083333,6.824368689,6.8639012097,-0.039532521,6.71366829,6.6440552294,0.0696130606,6.863357855,6.8619468477,0.0531267744,-0.009652746,-0.014727538,-0.085151372,,0.3363471526,14615,0.05,5.907173426,7.2257392357,,6.5664563308,0.1472119592,0.1472119592
0,1,52,9,30,6,0.055555556,6.880103948,6.8643394545,0.0157644935,6.649995848,6.6559981359,-0.006002288,6.8639012097,6.8627071526,0.019978565,0.0305041133,-0.010212963,-0.017650437,,0.3362255997,14615,0.05,5.9148751907,7.2329644824,,6.5739198365,0.0760760115,0.0760760115
0,1,52,9,30,6,0.059027778,6.91672238,6.8646748105,0.0520475695,6.652864693,6.6625977752,-0.009733082,6.8643394545,6.863357855,-0.039532521,0.0531267744,0.0752989083,-0.014727538,,0.3347647047,14615,0.05,5.9184312976,7.2307935118,,6.5746124047,0.0782522883,0.0782522883
0,1,52,9,30,6,0.0625,7.022458025,6.864909482,0.157548543,6.735581862,6.6761588303,0.0594230317,6.8646748105,6.8639012097,0.0157644935,0.019978565,-0.009652746,-0.010212963,,0.3362896221,14615,0.05,5.9342746537,7.2526149294,,6.5934447916,0.1421370704,0.1421370704
0,1,52,9,30,6,0.065972222,6.942901752,6.8650456566,0.0778560954,6.717748919,6.6889858445,0.0287630745,6.864909482,6.8643394545,0.0520475695,-0.039532521,0.0305041133,0.0752989083,,0.3389611042,14615,0.05,5.9372682797,7.2660814402,,6.6016748599,0.1160740591,0.1160740591
0,1,52,9,30,6,0.069444444,6.979520988,6.8650855051,0.1144354829,6.818208804,6.7039274457,0.1142813583,6.8650456566,6.8646748105,0.157548543,0.0157644935,0.0531267744,-0.009652746,,0.3419765924,14615,0.05,5.9526282268,7.293262863,,6.6229455449,0.1952632591,0.1952632591
0,1,52,9,30,6,0.072916667,7.014669971,6.8650311814,0.1496387896,6.819598075,6.6958652409,0.1237328341,6.8650855051,6.864909482,0.0778560954,0.0520475695,0.019978565,0.0305041133,,0.3392138361,14615,0.05,5.946945183,7.2767491162,,6.6118471496,0.2077509254,0.2077509254
0,1,52,9,30,6,0.076388889,6.968936338,6.8648848228,0.1040515152,6.874218477,6.6913128142,0.1829056628,6.8650311814,6.8650456566,0.1144354829,0.157548543,-0.039532521,0.0531267744,,0.3409674978,14615,0.05,5.9416614924,7.2783402227,,6.6100008575,0.2642176195,0.2642176195
0,1,52,9,30,6,0.079861111,6.908496224,6.8646485497,0.0438476743,6.863778362,6.6920678548,0.1717105072,6.8648848228,6.8650855051,0.1496387896,0.0778560954,0.0157644935,0.019978565,,0.3420636905,14615,0.05,5.9404896681,7.2814657505,,6.6109777093,0.2528006527,0.2528006527
0,1,52,9,30,6,0.083333333,6.840702489,6.8643244657,-0.023621977,6.887346793,6.6715207125,0.2158260805,6.8646485497,6.8650311814,0.1040515152,0.1144354829,0.0520475695,-0.039532521,,0.3391583896,14615,0.05,5.9252556455,7.2548422147,,6.5900489301,0.2972978629,0.2972978629
0,1,52,9,30,6,0.086805556,6.821438568,6.8639146576,-0.04247609,6.922743943,6.6796887451,0.2430551979,6.8643244657,6.8648848228,0.0438476743,0.1496387896,0.157548543,0.0157644935,,0.3380391385,14615,0.05,5.9265200557,7.2517188776,,6.5891194667,0.3336244763,0.3336244763
0,1,52,9,30,6,0.090277778,6.835998873,6.8634211956,-0.027422323,6.882731484,6.6639663225,0.2187651615,6.8639146576,6.8646485497,-0.023621977,0.1040515152,0.0778560954,0.0520475695,,0.3361148348,14615,0.05,5.9142079609,7.2318630261,,6.5730354935,0.3096959905,0.3096959905
0,1,52,9,30,6,0.09375,6.956444893,6.8628461331,0.0935987599,6.85898409,6.6957577201,0.1632263699,6.8634211956,6.8643244657,-0.04247609,0.0438476743,0.1144354829,0.157548543,,0.3372177264,14615,0.05,5.9369039872,7.2588826664,,6.5978933268,0.2610907632,0.2610907632
0,1,52,9,30,6,0.097222222,7.031302194,6.8621915064,0.1691106876,6.827843951,6.7018646451,0.1259793059,6.8628461331,6.8639146576,-0.027422323,-0.023621977,0.1496387896,0.0778560954,,0.3364909659,14615,0.05,5.9471511071,7.2662807015,,6.6067159043,0.2211280467,0.2211280467
0,1,52,9,30,6,0.100694444,6.998802985,6.8614593353,0.1373436497,6.815925799,6.7171586062,0.0987671928,6.8621915064,6.8634211956,0.0935987599,-0.04247609,0.1040515152,0.1144354829,,0.3413848244,14615,0.05,5.9571961316,7.2955108875,,6.6263535095,0.1895722895,0.1895722895
0,1,52,9,30,6,0.104166667,6.941302367,6.8606516226,0.0806507444,6.830622251,6.7189454107,0.1116768403,6.8614593353,6.8628461331,0.1691106876,-0.027422323,0.0438476743,0.1496387896,,0.3454228831,14615,0.05,5.9546180575,7.3087630238,,6.6316905407,0.1989317103,0.1989317103
0,1,52,9,30,6,0.107638889,6.861741314,6.8597703549,0.0019709591,6.747732613,6.686964987,0.060767626,6.8606516226,6.8621915064,0.1373436497,0.0935987599,-0.023621977,0.1040515152,,0.342577018,14615,0.05,5.932265082,7.275253538,,6.60375931,0.143973303,0.143973303
0,1,52,9,30,6,0.111111111,6.78512086,6.8588175013,-0.073696641,6.73137935,6.6554068062,0.0759725438,6.8597703549,6.8614593353,0.0806507444,0.1691106876,-0.04247609,0.0438476743,,0.3389079296,14615,0.05,5.9096955627,7.2383002653,,6.573997914,0.157381436,0.157381436
0,1,52,9,30,6,0.114583333,6.752619914,6.8577950145,-0.105175101,6.700240656,6.6293820838,0.0708585722,6.8588175013,6.8606516226,0.0019709591,0.1373436497,-0.027422323,-0.023621977,,0.3351985857,14615,0.05,5.8909080598,7.2049711972,,6.5479396285,0.1523010275,0.1523010275
0,1,52,9,30,6,0.118055556,6.753944324,6.85670483,-0.102760506,6.706066083,6.6290354354,0.0770306476,6.8577950145,6.8597703549,-0.073696641,0.0806507444,0.0935987599,-0.04247609,,0.3331859571,14615,0.05,5.8877564802,7.1939296051,,6.5408430426,0.1652230404,0.1652230404
0,1,52,9,30,6,0.121527778,6.775858374,6.8555488674,-0.079690493,6.664578024,6.6377362729,0.0268417511,6.85670483,6.8588175013,-0.105175101,0.0019709591,0.1691106876,-0.027422323,,0.3327574736,14615,0.05,5.8924500047,7.1969433661,,6.5446966854,0.1198813386,0.1198813386
0,1,52,9,30,6,0.125,6.846305539,6.8543290288,-0.00802349,6.679274794,6.6590885797,0.0201862143,6.8555488674,6.8577950145,-0.102760506,-0.073696641,0.1373436497,0.0935987599,,0.3339741448,14615,0.05,5.9075393414,7.2168023609,,6.5621708511,0.1171039429,0.1171039429
0,1,52,9,30,6,0.128472222,6.81380428,6.8530471996,-0.03924292,6.682143177,6.6606530244,0.0214901526,6.8543290288,6.85670483,-0.079690493,-0.105175101,0.0806507444,0.1691106876,,0.3353018386,14615,0.05,5.9064294753,7.2208973902,,6.5636634328,0.1184797442,0.1184797442
0,1,52,9,30,6,0.131944444,6.803363341,6.8517052485,-0.048341907,6.711624923,6.6561101963,0.0555147267,6.8530471996,6.8555488674,-0.00802349,-0.102760506,0.0019709591,0.1373436497,,0.3366302865,14615,0.05,5.9067026766,7.2263784427,,6.5665405596,0.1450843634,0.1450843634
0,1,52,9,30,6,0.135416667,6.8223366,6.850305027,-0.027968427,6.679008767,6.6344801628,0.0445286042,6.8517052485,6.8543290288,-0.03924292,-0.079690493,-0.073696641,0.0806507444,,0.3345982614,14615,0.05,5.8941356848,7.2058453993,,6.549990542,0.129018225,0.129018225
0,1,52,9,30,6,0.138888889,6.788364062,6.8488483711,-0.060484309,6.628650864,6.612405162,0.016245702,6.850305027,6.8530471996,-0.048341907,-0.00802349,-0.105175101,0.0019709591,,0.3333112374,14615,0.05,5.8794536635,7.1861179189,,6.5327857912,0.0958650728,0.0958650728
0,1,52,9,30,6,0.142361111,6.733801013,6.8473370987,-0.113536086,6.62116995,6.5975703797,0.0235995703,6.8488483711,6.8517052485,-0.027968427,-0.03924292,-0.102760506,-0.073696641,,0.3329409915,14615,0.05,5.8695664059,7.1747792037,,6.5221728048,0.0989971452,0.0989971452
0,1,52,9,30,6,0.145833333,6.718947309,6.8457730115,-0.126825703,6.622560061,6.5875400416,0.0350200194,6.8473370987,6.850305027,-0.060484309,-0.048341907,-0.079690493,-0.105175101,,0.3318775342,14615,0.05,5.8612121597,7.1622559364,,6.511734048,0.110826013,0.110826013
0,1,52,9,30,6,0.149305556,6.720271631,6.8441578938,-0.123886263,6.619514706,6.5871053631,0.0324093429,6.8457730115,6.8488483711,-0.113536086,-0.027968427,-0.00802349,-0.102760506,,0.3308989482,14615,0.05,5.8579603649,7.1551678372,,6.5065641011,0.1129506049,0.1129506049
0,1,52,9,30,6,0.152777778,6.80248715,6.8424935145,-0.040006364,6.626818715,6.5936684581,0.0331502569,6.8441578938,6.8473370987,-0.126825703,-0.060484309,-0.03924292,-0.079690493,,0.3307288801,14615,0.05,5.8650157515,7.1615565137,,6.5132861326,0.1135325824,0.1135325824
0,1,52,9,30,6,0.15625,6.769984495,6.8407816243,-0.070797129,6.592725521,6.597149486,-0.004423965,6.8424935145,6.8457730115,-0.123886263,-0.113536086,-0.048341907,-0.00802349,,0.3310891213,14615,0.05,5.8652394908,7.1631924895,,6.5142159902,0.0785095308,0.0785095308
0,1,52,9,30,6,0.159722222,6.737481541,6.8390239579,-0.101542417,6.639948045,6.6046350054,0.0353130396,6.8407816243,6.8441578938,-0.040006364,-0.126825703,-0.027968427,-0.03924292,,0.3322701282,14615,0.05,5.8739544895,7.1765373337,,6.5252459116,0.1147021334,0.1147021334
0,1,52,9,30,6,0.163194444,6.709390594,6.8372222327,-0.127831639,6.560023066,6.588630298,-0.028607232,6.8390239579,6.8424935145,-0.070797129,-0.123886263,-0.060484309,-0.048341907,,0.3313824605,14615,0.05,5.8607719219,7.1598748846,,6.5103234032,0.0496996628,0.0496996628
0,1,52,9,30,6,0.166666667,6.723951894,6.8353781493,-0.111426255,6.585068581,6.5796371828,0.0054313982,6.8372222327,6.8407816243,-0.101542417,-0.040006364,-0.113536086,-0.027968427,,0.3308539321,14615,0.05,5.8534734413,7.1505044391,,6.5019889402,0.0830796408,0.0830796408
0,1,52,9,30,6,0.170138889,6.701743759,6.8334933927,-0.131749634,6.627855101,6.5644994175,0.0633556835,6.8353781493,6.8390239579,-0.127831639,-0.070797129,-0.126825703,-0.060484309,,0.3301504679,14615,0.05,5.8411984738,7.135471714,,6.4883350939,0.1395200071,0.1395200071
0,1,52,9,30,6,0.173611111,6.828085172,6.8315696298,-0.003484458,6.574543167,6.5761372421,-0.001594075,6.8334933927,6.8372222327,-0.111426255,-0.101542417,-0.123886263,-0.113536086,,0.3299481123,14615,0.05,5.8564382354,7.1499181906,,6.503178213,0.071364954,0.071364954
0,1,52,9,30,6,0.177083333,6.84558882,6.8296085111,0.0159803089,6.534537588,6.5828083908,-0.048270803,6.8315696298,6.8353781493,-0.131749634,-0.127831639,-0.040006364,-0.126825703,,0.3294286265,14615,0.05,5.8607275528,7.1521709923,,6.5064492725,0.0280883155,0.0280883155
0,1,52,9,30,6,0.180555556,6.841030583,6.8276116699,0.0134189131,6.553669053,6.5995123967,-0.045843344,6.8296085111,6.8334933927,-0.003484458,-0.111426255,-0.070797129,-0.123886263,,0.3313789401,14615,0.05,5.8793343573,7.1784235189,,6.5288789381,0.0247901149,0.0247901149
0,1,52,9,30,6,0.184027778,6.858534455,6.8255807242,0.0329537308,6.492966273,6.6111589382,-0.118192665,6.8276116699,6.8315696298,0.0159803089,-0.131749634,-0.101542417,-0.040006364,,0.3324789079,14615,0.05,5.8872865544,7.1906878677,,6.5389872111,-0.046020938,0.0460209381
0,1,52,9,30,6,0.1875,6.842209704,6.8235172737,0.0186924303,6.461832129,6.5993359708,-0.137503842,6.8255807242,6.8296085111,0.0134189131,-0.003484458,-0.127831639,-0.070797129,,0.3319370619,14615,0.05,5.8793131299,7.1805902699,,6.5299516999,-0.068119571,0.0681195709
0,1,52,9,30,6,0.190972222,6.892071867,6.8214229018,0.0706489652,6.449917413,6.605917205,-0.155999792,6.8235172737,6.8276116699,0.0329537308,0.0159803089,-0.111426255,-0.101542417,,0.3319790753,14615,0.05,5.8875032613,7.1889451044,,6.5382241828,-0.08830677,0.0883067698
0,1,52,9,30,6,0.194444444,6.783084802,6.8192991752,-0.036214373,6.608017161,6.5809342353,0.0270829257,6.8214229018,6.8255807242,0.0186924303,0.0134189131,-0.131749634,-0.127831639,,0.3312284294,14615,0.05,5.8658914146,7.1643905362,,6.5151409754,0.0928761856,0.0928761856
0,1,52,9,30,6,0.197916667,6.779997014,6.8171476431,-0.037150629,6.618277488,6.6072503364,0.0110271516,6.8192991752,6.8235172737,0.0706489652,0.0329537308,-0.003484458,-0.111426255,,0.3325602801,14615,0.05,5.8853003679,7.1890206807,,6.5371605243,0.0811169637,0.0811169637
0,1,52,9,30,6,0.201388889,6.753375693,6.8149698399,-0.061594147,6.581229854,6.5831840009,-0.001954147,6.8171476431,6.8214229018,-0.036214373,0.0186924303,0.0159803089,-0.131749634,,0.3295214544,14615,0.05,5.8640978389,7.1559051873,,6.5100015131,0.0712283409,0.0712283409
0,1,52,9,30,6,0.204861111,6.775292207,6.8127672812,-0.037475074,6.567836404,6.601496085,-0.033659681,6.8149698399,6.8192991752,-0.037150629,0.0706489652,0.0134189131,-0.003484458,,0.3303921029,14615,0.05,5.8752693513,7.170489862,,6.5228796067,0.0449567973,0.0449567973
0,1,52,9,30,6,0.208333333,6.811917502,6.8105414665,0.0013760355,6.582531842,6.6057522856,-0.023220444,6.8127672812,6.8171476431,-0.061594147,-0.036214373,0.0329537308,0.0159803089,,0.3298576896,14615,0.05,5.878402641,7.1715281165,,6.5249653787,0.0575664633,0.0575664633
0,1,52,9,30,6,0.211805556,6.791179421,6.808293878,-0.017114457,6.566181826,6.6032933855,-0.03711156,6.8105414665,6.8149698399,-0.037475074,-0.037150629,0.0186924303,0.0134189131,,0.330167746,14615,0.05,5.8772156332,7.1715566078,,6.5243861205,0.0417957055,0.0417957055
0,1,52,9,30,6,0.215277778,6.668951028,6.8060259829,-0.137074955,6.49661173,6.6015164338,-0.104904704,6.808293878,6.8127672812,0.0013760355,-0.061594147,0.0706489652,0.0329537308,,0.3312381276,14615,0.05,5.8717560516,7.1702931928,,6.5210246222,-0.024412892,0.0244128922
0,1,52,9,30,6,0.21875,6.752644445,6.8037392297,-0.051094785,6.498002311,6.5917689112,-0.0937666,6.8060259829,6.8105414665,-0.017114457,-0.037475074,-0.036214373,0.0186924303,,0.330308964,14615,0.05,5.8689457955,7.1638403804,,6.5163930879,-0.018390777,0.0183907769
0,1,52,9,30,6,0.222222222,6.73926023,6.8014350508,-0.062174821,6.561482527,6.5742380643,-0.012755537,6.8037392297,6.808293878,-0.137074955,0.0013760355,-0.037150629,0.0706489652,,0.3282243312,14615,0.05,5.8495883223,7.13631062,,6.4929494711,0.0685330559,0.0685330559
0,1,52,9,30,6,0.225694444,6.800891373,6.7991148619,0.0017765111,6.534784728,6.5780616808,-0.043276953,6.8014350508,6.8060259829,-0.051094785,-0.017114457,-0.061594147,-0.036214373,,0.3286746837,14615,0.05,5.8617214193,7.1502092128,,6.5059653161,0.0288194119,0.0288194119
0,1,52,9,30,6,0.229166667,6.806628942,6.7967800611,0.0098488809,6.549479878,6.5782353667,-0.028755489,6.7991148619,6.8037392297,-0.062174821,-0.137074955,-0.037475074,-0.037150629,,0.3282523704,14615,0.05,5.8617326532,7.1485648716,,6.5051487624,0.0443311156,0.0443311156
0,1,52,9,30,6,0.232638889,6.834430147,6.7944320318,0.0399981152,6.537565435,6.593240111,-0.055674676,6.7967800611,6.8014350508,0.0017765111,-0.051094785,0.0013760355,-0.061594147,,0.3291864003,14615,0.05,5.8768290207,7.1673228724,,6.5220759466,0.0154894884,0.0154894884
0,1,52,9,30,6,0.236111111,6.865173434,6.7920721386,0.0731012954,6.499041807,6.5978817897,-0.098839983,6.7944320318,6.7991148619,0.0098488809,-0.062174821,-0.017114457,-0.037475074,,0.3294245995,14615,0.05,5.8813698582,7.1727975108,,6.5270836845,-0.028041878,0.0280418775
0,1,52,9,30,6,0.239583333,6.812074625,6.7897017299,0.0223728951,6.466431722,6.5836718711,-0.117240149,6.7920721386,6.7967800611,0.0399981152,0.0017765111,-0.137074955,0.0013760355,,0.3305343025,14615,0.05,5.8697802309,7.1655581999,,6.5176692154,-0.051237493,0.0512374934
0,1,52,9,30,6,0.243055556,6.816341432,6.787322137,0.029019295,6.484083477,6.5971345744,-0.113051097,6.7897017299,6.7944320318,0.0731012954,0.0098488809,-0.051094785,-0.017114457,,0.3310957172,14615,0.05,5.8807208297,7.1786996861,,6.5297102579,-0.045626781,0.0456267809
0,1,52,9,30,6,0.246527778,6.855910662,6.7849346759,0.0709759861,6.517996042,6.5739958269,-0.055999785,6.787322137,6.7920721386,0.0223728951,0.0399981152,-0.062174821,-0.137074955,,0.3283559294,14615,0.05,5.8676791093,7.1549173052,,6.5112982073,0.0066978347,0.0066978347
0,1,52,9,30,6,0.25,6.833700804,6.7825406442,0.0511601598,6.519386441,6.5905754027,-0.071188962,6.7849346759,6.7897017299,0.029019295,0.0731012954,0.0017765111,-0.051094785,,0.3289852077,14615,0.05,5.8768977385,7.1666028643,,6.5217503014,-0.00236386,0.0023638604
0,1,52,9,30,6,0.253472222,6.826200205,6.7801413233,0.0460588817,6.525211596,6.5946819068,-0.069470311,6.7825406442,6.787322137,0.0709759861,0.0223728951,0.0098488809,-0.062174821,,0.3298692726,14615,0.05,5.8811949402,7.1743658238,,6.527780382,-0.002568786,0.002568786
0,1,52,9,30,6,0.256944444,6.833409068,6.7777379777,0.0556710903,6.48668921,6.603103461,-0.116414251,6.7801413233,6.7849346759,0.0511601598,0.029019295,0.0399981152,0.0017765111,,0.3297933435,14615,0.05,5.8852702413,7.1781434637,,6.5317068525,-0.045017642,0.0450176425
0,1,52,9,30,6,0.260416667,6.897985432,6.7753318546,0.1226535774,6.485123261,6.6145902415,-0.12946698,6.7777379777,6.7825406442,0.0460588817,0.0709759861,0.0731012954,0.0098488809,,0.3295366496,14615,0.05,5.8957114787,7.1875783962,,6.5416449374,-0.056521676,0.0565216764
0,1,52,9,30,6,0.263888889,6.830175397,6.7729241863,0.0572512107,6.588511956,6.6027481559,-0.0142362,6.7753318546,6.7801413233,0.0556710903,0.0511601598,0.0223728951,0.0399981152,,0.3299974803,14615,0.05,5.8844726147,7.178146105,,6.5313093599,0.0572025961,0.0572025961
0,1,52,9,30,6,0.267361111,6.88739748,6.7705161865,0.1168812935,6.660856832,6.6257622418,0.0350945902,6.7729241863,6.7777379777,0.1226535774,0.0460588817,0.029019295,0.0731012954,,0.3327031988,14615,0.05,5.9030042236,7.207284814,,6.5551445188,0.1057123132,0.1057123132
0,1,52,9,30,6,0.270833333,6.887251864,6.7681090525,0.1191428115,6.548423584,6.611143798,-0.062720214,6.7705161865,6.7753318546,0.0572512107,0.0556710903,0.0709759861,0.0223728951,,0.3294181482,14615,0.05,5.8935733695,7.1849757314,,6.5392745505,0.0091490335,0.0091490335
0,1,52,9,30,6,0.274305556,6.829737751,6.7657039644,0.0640337866,6.685809228,6.6103247925,0.0754844355,6.7681090525,6.7729241863,0.1168812935,0.1226535774,0.0511601598,0.029019295,,0.3313771956,14615,0.05,5.8917995934,7.1908819163,,6.5413407548,0.1444684732,0.1444684732
0,1,52,9,30,6,0.277777778,6.857540753,6.7633020874,0.0942386656,6.616244915,6.6177090975,-0.001464183,6.7657039644,6.7705161865,0.1191428115,0.0572512107,0.0460588817,0.0709759861,,0.3318906475,14615,0.05,5.8969657361,7.1980609201,,6.5475133281,0.0687315869,0.0687315869
0,1,52,9,30,6,0.28125,6.891228016,6.760904568,0.130323448,6.607287364,6.6093784522,-0.002091088,6.7633020874,6.7681090525,0.0640337866,0.1168812935,0.0556710903,0.0511601598,,0.3293917458,14615,0.05,5.8926308653,7.1839297234,,6.5382802944,0.0690070696,0.0690070696
0,1,52,9,30,6,0.284722222,6.91461854,6.7585125366,0.1561060034,6.589460772,6.6241912211,-0.034730449,6.760904568,6.7657039644,0.0942386656,0.1191428115,0.1226535774,0.0460588817,,0.3301980128,14615,0.05,5.9045811539,7.1990407821,,6.551810968,0.037649804,0.037649804
0,1,52,9,30,6,0.288194444,6.901233924,6.7561271066,0.1451068174,6.635196153,6.61956969,0.015626463,6.7585125366,6.7633020874,0.130323448,0.0640337866,0.0572512107,0.0556710903,,0.331462077,14615,0.05,5.9014675741,7.2008826536,,6.5511751138,0.0840210392,0.0840210392
0,1,52,9,30,6,0.291666667,6.802529961,6.7537493741,0.0487805869,6.643976723,6.6260399075,0.0179368155,6.7561271066,6.760904568,0.1561060034,0.0942386656,0.1168812935,0.1226535774,,0.3335523401,14615,0.05,5.8993647662,7.2069742049,,6.5531694856,0.0908072374,0.0908072374
0,1,52,9,30,6,0.295138889,6.761195175,6.7513804206,0.0098147544,6.572936235,6.6081630047,-0.03522677,6.7537493741,6.7585125366,0.1451068174,0.130323448,0.1191428115,0.0572512107,,0.3317141458,14615,0.05,5.8880036049,7.1884068577,,6.5382052313,0.0347310037,0.0347310037
0,1,52,9,30,6,0.298611111,6.669844826,6.7490213085,-0.079176482,6.563979131,6.578079854,-0.014100723,6.7513804206,6.7561271066,0.0487805869,0.1561060034,0.0640337866,0.1168812935,,0.3287872602,14615,0.05,5.8605125156,7.1494416374,,6.5049770765,0.0590020545,0.0590020545
0,1,52,9,30,6,0.302083333,6.559370093,6.7466730843,-0.187302991,6.544675061,6.5589407572,-0.014265696,6.7490213085,6.7537493741,0.0098147544,0.1451068174,0.0942386656,0.1191428115,,0.3274238905,14615,0.05,5.8416832809,7.1252676489,,6.4834754649,0.0611995961,0.0611995961
0,1,52,9,30,6,0.305555556,6.5724624,6.7443367769,-0.171874377,6.522414901,6.540642343,-0.018227442,6.7466730843,6.7513804206,-0.079176482,0.0487805869,0.130323448,0.0640337866,,0.3245603207,14615,0.05,5.8274300772,7.0997885282,,6.4636093027,0.0588055983,0.0588055983
0,1,52,9,30,6,0.309027778,6.581141664,6.7420134006,-0.160871737,6.584408709,6.5286741122,0.0557345968,6.7443367769,6.7490213085,-0.187302991,0.0098147544,0.1561060034,0.0942386656,,0.3232838414,14615,0.05,5.8123037449,7.0796580748,,6.4459809099,0.1384277991,0.1384277991
0,1,52,9,30,6,0.3125,6.52215216,6.7397039508,-0.217551791,6.554757931,6.5251600437,0.0295978873,6.7420134006,6.7466730843,-0.171874377,-0.079176482,0.1451068174,0.130323448,,0.3234790223,14615,0.05,5.8080982698,7.0762177579,,6.4421580139,0.1125999171,0.1125999171
0,1,52,9,30,6,0.315972222,6.570550131,6.7374094068,-0.166859276,6.545801144,6.5226316772,0.0231694668,6.7397039508,6.7443367769,-0.160871737,-0.187302991,0.0487805869,0.1561060034,,0.3236522696,14615,0.05,5.8090216364,7.0778202977,,6.443420967,0.102380177,0.102380177
